Customer ID,Recency,Frequency,Monetary,Profit,Quantity,Cluster
MG-17890,100,9,776.384,171.73719999999994,35,0
MG-18145,85,4,3061.543,-93.6030000000001,42,0
MG-18205,265,1,16.739000000000004,-1.2453000000000018,8,1
MH-17290,120,6,2394.025,28.761199999999995,55,0
MH-17440,377,4,400.016,61.428599999999996,25,1
MH-17455,86,8,2456.1820000000002,484.7733,45,0
MH-17620,156,4,1252.8,122.36120000000007,19,1
MH-17785,99,7,2203.7780000000002,238.56140000000008,42,0
MH-18025,50,5,2984.948,476.9032000000001,31,0
MH-18115,6,9,5503.093,170.9745999999999,79,0
MJ-17740,23,7,6320.746,1054.5528999999997,50,0
MK-17905,29,8,2302.368,-405.35589999999996,73,0
MK-18160,241,4,1031.602,227.83379999999994,43,1
ML-17395,70,9,2722.843,684.9162,72,0
ML-17410,55,6,2921.5,-76.17550000000003,51,0
ML-17755,30,7,2071.9139999999998,409.5111999999998,53,0
ML-18040,80,3,742.082,138.71620000000004,18,1
ML-18265,101,2,162.232,42.6648,7,1
MM-17260,169,4,1314.0230000000001,178.40199999999987,17,1
MM-17920,8,11,3794.0800000000004,82.12499999999997,68,0
MM-18055,62,8,2749.881,-520.3443000000001,73,0
MM-18280,86,9,775.414,58.8916,32,0
MN-17935,35,6,2477.9460000000004,290.82270000000005,36,0
MO-17500,73,4,922.4870000000001,59.35769999999992,15,1
MO-17800,105,8,1687.027,169.34369999999996,49,0
MO-17950,181,2,154.288,-82.00740000000002,14,1
MP-17470,720,7,3206.132,600.2872999999998,77,0
MP-17965,73,9,3983.6420000000003,638.1563,62,0
MP-18175,17,9,5087.92,226.45289999999997,78,0
MR-17545,126,4,639.178,162.93629999999996,29,1
MS-17365,274,10,7443.6900000000005,844.9354999999997,105,0
MS-17530,435,4,475.65599999999995,84.02679999999997,21,1
MS-17710,414,6,1613.402,247.43479999999994,48,0
MS-17770,122,9,3144.678,280.85839999999996,73,0
MS-17830,453,4,370.348,19.431200000000004,14,1
MS-17980,27,6,855.116,55.22600000000001,49,0
MT-17815,50,6,2890.139,509.0068000000001,31,0
MT-18070,204,4,1319.4497999999999,-23.676300000000026,44,1
MV-17485,28,9,1560.0500000000002,189.02579999999995,52,0
MV-18190,20,7,1734.574,273.8582,37,0
MW-18220,18,7,5341.900000000001,1238.422,51,0
MW-18235,45,2,5253.876,1665.5159999999998,13,1
MY-17380,30,7,2254.2850000000003,319.12109999999996,49,0
MY-18295,72,11,4152.696,-371.7111,89,0
MZ-17335,31,4,593.606,85.01909999999997,11,1
MZ-17515,283,6,2564.906,787.7503,39,0
NB-18580,1166,2,273.87199999999996,24.788800000000002,7,1
NB-18655,20,9,1972.599,117.64289999999988,64,0
NC-18340,225,5,2461.404,580.3074999999999,54,0
NC-18415,42,6,2218.99,-2204.8072,38,0
NC-18535,7,7,8241.739,1314.7579999999996,64,0
NC-18625,205,5,1821.7420000000002,-359.02100000000013,29,1
ND-18370,28,9,4326.139,353.64549999999997,63,0
ND-18460,184,6,2893.4550000000004,443.3367999999998,36,0
NF-18385,80,7,8322.826,-1695.9714000000006,52,0
NF-18475,526,4,377.16200000000003,85.92779999999999,13,1
NF-18595,115,7,2031.472,388.21309999999994,55,0
NG-18355,49,5,1869.58,313.6334999999999,45,0
NG-18430,49,5,1395.9379999999999,217.0893,41,0
NH-18610,190,7,2673.29,760.1665999999998,52,0
NK-18490,71,7,572.048,121.2177,51,0
NL-18310,59,4,1418.0900000000001,343.63809999999995,44,0
NM-18445,161,7,6459.344,2751.6848999999997,44,0
NM-18520,245,10,2161.979,788.9525,60,0
NP-18325,26,6,5529.62,1208.8890000000001,77,0
NP-18670,59,5,3908.402,514.6001999999999,46,0
NP-18685,407,6,1228.698,514.5017,23,1
NP-18700,139,7,7903.1825,631.2281999999999,63,0
NR-18550,211,5,2367.277,-25.14880000000005,37,0
NS-18505,7,4,2575.863,-12.304000000000006,52,0
NS-18640,175,13,2964.823,-234.7714000000001,113,0
NW-18400,173,7,7234.014,1023.1229999999998,78,0
NZ-18565,86,9,2488.31,402.4236000000001,77,0
ON-18715,411,9,1567.52,-5.889000000000095,58,0
OT-18730,66,5,3818.624,-925.1203000000003,51,0
PA-19060,104,6,729.408,225.85879999999995,27,1
PB-18805,26,3,740.356,229.2257,54,1
PB-19105,58,4,688.3240000000001,218.15969999999993,18,1
PB-19150,98,8,1456.95,280.66059999999993,54,0
PB-19210,689,2,132.738,21.897,10,1
PC-18745,3,4,1832.064,272.68499999999983,22,0
PC-19000,883,2,1061.488,-184.33640000000008,18,1
PF-19120,836,4,9062.864000000001,-614.2943000000008,75,0
PF-19165,197,6,2770.0,196.87389999999982,34,0
PF-19225,115,5,2206.128,591.3118000000001,32,0
PG-18820,37,13,3086.907,137.4612999999999,83,0
PG-18895,58,9,1987.164,334.51629999999994,61,0
PH-18790,71,1,729.6480000000001,47.887799999999984,6,1
PJ-18835,40,8,1220.0900000000001,442.1355,46,0
PJ-19015,135,7,1824.2340000000002,682.9979000000001,25,0
PK-18910,484,2,1441.1520000000005,-798.7050000000003,14,1
PK-19075,10,12,8646.934000000001,2038.2675999999997,107,0
PL-18925,16,5,239.48100000000005,-0.752699999999999,29,1
PM-18940,387,3,1405.402,157.87679999999992,16,1
PM-19135,52,4,4115.662,526.7537000000002,36,0
PN-18775,31,8,1467.152,192.03959999999995,47,0
PO-18850,5,11,7473.828200000001,38.47569999999979,91,0
PO-18865,1,7,2493.214,437.8533,54,0
PO-19180,161,9,4893.043,1155.4330999999997,65,0
PO-19195,87,5,1056.858,-49.70090000000003,32,1
PP-18955,98,10,7252.608,1495.0853999999997,138,0
PR-18880,37,5,1840.178,247.6225999999999,43,0
PS-18760,108,6,2181.4790000000003,-134.44099999999992,75,0
PS-18970,70,8,1278.639,198.50989999999996,52,0
PS-19045,237,7,6843.634,1742.7296999999996,47,0
PT-19090,72,4,160.572,-20.050800000000017,19,1
PV-18985,90,5,2876.046,434.5284000000001,52,0
PW-19030,47,10,3454.916,803.8168999999999,48,0
PW-19240,465,7,3922.4150000000004,1290.354,39,0
QJ-19255,26,9,6108.338,1203.6768,61,0
RA-19285,6,9,2617.906,546.0881999999999,58,0
RA-19885,44,7,3832.3140000000003,1292.8656,53,0
RA-19915,13,9,4793.543,304.8672999999999,75,0
RA-19945,62,5,1686.9225000000001,-445.6949999999999,27,1
RB-19330,69,2,1008.1959999999999,-164.40619999999996,16,1
RB-19360,97,6,15117.339,6976.095899999999,71,0
RB-19435,20,8,2663.0860000000002,477.2399,66,0
RB-19465,10,12,4715.466,640.5465999999999,85,0
RB-19570,26,5,528.546,76.88789999999999,35,1
RB-19645,649,5,221.084,72.67899999999999,29,1
RB-19705,55,4,2067.45,243.07549999999986,22,1
RB-19795,33,8,5633.316000000001,-461.7332000000002,92,0
RC-19825,370,6,966.409,63.9914,29,1
RC-19960,111,6,885.7520000000001,10.563299999999984,44,0
RD-19480,73,8,4272.93,480.59399999999994,60,0
RD-19585,181,10,2912.8940000000002,734.5158,73,0
RD-19660,115,5,2786.632,835.7719999999999,23,1
RD-19720,22,10,1419.737,207.3304,78,0
RD-19810,15,8,1137.616,318.4625,63,0
RD-19900,115,9,3133.924,455.5291999999999,85,0
RD-19930,43,4,970.9420000000001,35.057400000000015,33,1
RE-19405,1098,1,48.36,6.044999999999995,5,1
RE-19450,303,5,876.696,209.2294,47,1
RF-19345,391,8,3309.15,633.7072,67,0
RF-19735,90,7,2341.2960000000003,711.6168,53,0
RF-19840,7,8,945.222,280.0261,45,0
RH-19495,33,5,3621.3759999999997,563.7876999999999,38,0
RH-19510,468,6,6979.18,1289.4534999999996,43,0
RH-19555,520,2,740.382,0.3056999999999661,11,1
RH-19600,535,3,2085.7400000000002,172.6260999999998,43,1
RK-19300,120,3,1460.192,269.688,29,1
RL-19615,122,8,6234.91,488.1483999999997,101,0
RM-19375,346,6,1453.474,392.14989999999995,29,1
RM-19675,7,5,5979.0960000000005,1902.5438000000001,39,0
RM-19750,300,1,98.35,28.687899999999992,4,1
RO-19780,36,7,3815.478,-1262.5715999999998,48,0
RP-19270,497,4,954.6452,59.538400000000024,47,1
RP-19390,34,12,5153.084000000001,465.25030000000015,88,0
RP-19855,29,8,2170.716,594.5867999999999,61,0
RR-19315,20,2,615.932,-73.83499999999995,7,1
RR-19525,171,6,3302.2619999999997,721.6825999999999,36,0
RS-19420,77,5,3221.29,633.4514,29,0
RS-19765,37,8,4159.7699999999995,1206.3851,54,0
RS-19870,20,2,22.328,9.5838,10,1
RW-19540,121,7,7397.401,1586.6272999999999,89,0
RW-19630,90,9,3279.746,698.8324999999999,53,0
RW-19690,80,5,3495.646,707.5502999999999,61,0
SA-20830,64,10,4767.3415,610.1495999999996,75,0
SB-20170,202,3,1348.02,157.66579999999993,24,1
SB-20185,189,6,6410.996,885.4623999999994,45,0
SB-20290,48,7,8057.8910000000005,-2082.7451000000005,84,0
SC-20020,782,5,3362.9636,-317.05080000000004,62,0
SC-20050,41,9,4624.572,1011.7442999999998,61,0
SC-20095,350,9,14142.333999999999,5757.4119,87,0
SC-20230,150,4,4371.9580000000005,440.1409999999999,49,0
SC-20260,188,8,3729.7929999999997,671.0033999999999,63,0
SC-20305,30,7,3979.065,229.16170000000002,64,0
SC-20380,31,9,5992.536,236.66149999999982,80,0
SC-20440,37,7,1874.998,379.5610999999998,44,0
SC-20575,93,5,902.7280000000001,100.22529999999995,30,1
SC-20680,127,6,1254.64,370.1578,26,1
SC-20695,90,10,2576.408,611.8290999999999,66,0
SC-20725,188,11,5226.21,1276.6513,133,0
SC-20770,42,7,4492.657,-671.1873999999999,75,0
SC-20800,31,4,279.25600000000003,51.8252,11,1
SC-20845,132,2,280.632,31.175699999999985,13,1
SD-20485,201,9,6121.114,1985.1671999999999,82,0
SE-20110,10,11,12209.438000000002,2650.6768999999995,78,0
SF-20065,60,7,763.5459999999999,228.1623,35,0
SF-20200,60,9,3422.786,286.90460000000013,74,0
SF-20965,49,9,3336.5350000000003,539.9352,66,0
SG-20080,9,3,3406.581,570.4379999999999,30,0
SG-20470,184,8,1884.798,-119.01049999999998,62,0
SG-20605,109,6,3124.832,463.269,49,0
SG-20890,227,3,47.946,-3.7073000000000036,17,1
SH-19975,30,13,3406.8395,558.4739999999999,113,0
SH-20395,24,10,2180.718,-144.5229000000002,45,0
SH-20635,766,2,2096.3920000000003,260.62580000000014,16,1
SJ-20125,96,12,3949.656,144.1189,104,0
SJ-20215,30,6,1341.036,-23.513700000000036,35,0
SJ-20500,254,5,1318.776,68.09629999999986,30,1
SK-19990,9,3,883.409,168.7933,19,1
SL-20155,71,7,3053.012,527.9715,30,0
SM-20005,422,4,244.494,-26.592699999999986,26,1
SM-20320,80,5,25043.05,-1980.739300000002,50,0
SM-20905,607,1,1043.0410000000002,-237.28850000000003,20,1
SM-20950,26,12,5563.392,581.5741999999999,94,0
SN-20560,112,6,1860.4179999999997,-716.8565000000001,67,0
SN-20710,80,7,3127.9592,481.74989999999997,89,0
SO-20335,30,6,2602.5755,-81.08580000000003,52,0
SP-20545,328,6,1306.086,-118.77570000000009,43,0
SP-20620,48,9,5440.319,-270.42819999999966,77,0
SP-20650,387,9,1872.4360000000001,268.47819999999996,71,0
SP-20860,80,10,4282.9400000000005,566.7225999999998,80,0
SP-20920,71,6,3990.689,14.692399999999854,57,0
SR-20425,9,5,3233.4810000000007,-3333.914400000001,34,0
SR-20740,197,8,4345.8859999999995,1990.4243999999999,50,0
SS-20140,16,8,1324.028,332.34869999999995,86,0
SS-20410,111,6,3056.807,-1010.9738000000004,46,0
SS-20515,492,3,613.4,199.93449999999996,36,1
SS-20590,433,6,418.49,135.5401,17,1
SS-20875,121,5,964.6360000000001,-75.58600000000008,39,1
ST-20530,126,7,433.34000000000003,84.44189999999998,33,1
SU-20665,21,7,2595.364,763.4719,61,0
SV-20365,102,10,11470.95,1199.4242000000002,109,0
SV-20785,321,9,4105.305,485.0271999999998,91,0
SV-20815,77,4,1271.0900000000001,199.65019999999987,24,1
SV-20935,3,8,1903.491,106.89120000000001,66,0
SW-20245,82,7,1085.078,-19.6062,33,0
SW-20275,31,6,1966.65,332.87249999999995,28,0
SW-20350,163,3,1019.044,95.83829999999998,25,1
SW-20455,163,7,2921.544,793.6547999999999,18,0
SW-20755,535,2,758.6959999999999,68.24159999999995,27,1
SZ-20035,36,11,3625.329,366.43029999999993,69,0
TA-21385,70,4,14595.62,4703.788299999999,36,0
TB-21055,120,5,1467.881,390.2113,66,0
TB-21175,59,4,3589.296,829.1635000000001,36,0
TB-21190,50,4,816.1740000000001,179.00379999999998,23,1
TB-21250,350,7,1602.3760000000002,260.61549999999994,74,0
TB-21280,584,6,2198.45,490.9566999999999,35,0
TB-21355,147,5,834.328,268.967,44,1
TB-21400,203,7,9133.99,2798.3689,55,0
TB-21520,108,9,4737.486,-1603.0451000000003,85,0
TB-21595,286,5,1387.559,-136.4091,29,1
TB-21625,31,9,2797.668,379.8819999999998,60,0
TC-20980,400,5,19052.217999999997,8981.3239,42,0
TC-21145,107,1,1038.26,265.5332,17,1
TC-21295,28,8,4266.812,606.3727000000001,63,0
TC-21475,154,9,1244.976,119.10399999999996,45,0
TC-21535,5,7,742.5580000000001,217.93300000000005,28,0
TD-20995,38,9,1434.5480000000002,88.18969999999999,67,0
TG-21310,338,5,3058.3720000000003,682.1704,30,1
TG-21640,115,4,2074.661,365.7205000000001,50,0
TH-21100,345,5,2422.824,-135.21250000000015,29,1
TH-21115,59,4,2942.772,-252.5539,29,0
TH-21235,118,8,1022.201,92.72899999999997,40,0
TH-21550,73,7,4234.0960000000005,-571.9678,44,0
TM-21010,104,8,2955.2259999999997,573.3012999999999,67,0
TM-21490,131,3,1094.6779999999999,292.521,12,1
TN-21040,91,7,3130.221,-692.0452,48,0
TP-21130,9,9,4454.056,1129.1261,55,0
TP-21415,105,5,5329.0048,-1087.3898000000002,39,0
TP-21565,351,4,1936.6400000000003,139.2286999999999,48,1
TR-21325,194,5,675.9419999999999,220.36439999999996,22,1
TS-21085,358,2,4.833000000000001,-3.3156,4,1
TS-21160,505,6,2163.6240000000003,260.8744,60,0
TS-21205,199,7,5371.09,862.8877000000001,67,0
TS-21340,227,5,974.782,-184.97889999999998,51,1
TS-21370,37,6,11891.751,2371.7144,59,0
TS-21430,173,5,2054.14,48.70169999999998,31,1
TS-21505,12,6,2243.274,11.377899999999983,54,0
TS-21610,56,7,2820.424,-294.6981000000002,44,0
TS-21655,239,5,3368.094,220.91629999999998,52,0
TT-21070,32,7,4915.602,751.9567,66,0
TT-21220,184,8,1427.0439999999999,278.73709999999994,55,0
TT-21265,407,3,439.5,93.9162,8,1
TT-21460,13,7,5364.808,1124.4998999999998,48,0
TW-21025,65,7,5278.826,737.3904999999999,57,0
TZ-21580,36,4,1707.286,224.88869999999991,30,1
VB-21745,55,6,2005.596,371.23979999999995,37,0
VD-21670,582,6,6442.254,1617.7874000000002,71,0
VF-21715,14,5,847.944,-96.27800000000005,35,0
VG-21790,155,6,846.01,143.6268,32,1
VG-21805,287,5,427.372,-52.333,16,1
VM-21685,55,7,2454.866,513.5269,37,0
VM-21835,118,5,380.69,116.6373,25,1
VP-21730,31,3,993.902,205.38879999999995,18,1
VP-21760,76,7,3360.5260000000003,-1018.7768,65,0
VS-21820,222,4,1055.981,-262.80930000000006,38,1
VT-21700,1001,2,1736.596,-224.08890000000008,42,1
VW-21775,29,10,6134.0380000000005,-874.6645000000002,77,0
WB-21850,21,11,6160.102,714.3310999999997,146,0
XP-21865,44,11,2374.658,621.23,100,0
YC-21895,5,5,5454.35,1305.6290000000001,31,0
YS-21880,10,8,6720.4439999999995,1778.2922999999998,58,0
ZC-21910,55,13,8025.707,-1032.149000000001,105,0
ZD-21925,203,5,1493.9440000000002,249.13069999999993,32,1
